1.3396, 1.6044, 4.3535, 5.2722, 11.4716, 30.4425, 55.9325, 110.1531, 129.0654, 295.6932, 642.265, 1863.7704, 3939.6752, 8052.8997, 10823.931, 32533.0632, 42913.6276, 105631.7307, 135004.675, 516791.6673, 556899.2447, 
2.5824, 3.342, 5.4576, 7.941, 11.1168, 32.9698, 58.7334, 77.831, 165.1974, 325.7218, 882.0522, 1569.685, 4010.3028, 6145.5, 15193.0992, 27022.142, 36013.131, 87085.5656, 142161.7758, 470497.846, 782344.0458, 
4.375, 3.9408, 6.5904, 7.9728, 10.396, 32.5224, 34.85, 130.284, 206.648, 374.3064, 808.008, 1163.484, 2731.01, 6629.7444, 11460.1284, 31497.1692, 51881.464, 73035.5472, 249748.3996, 508877.8152, 791887.616, 
7.7571, 9.426, 9.2028, 10.3008, 23.592, 29.316, 52.8048, 90.8616, 159.7992, 333.58, 1003.8264, 1209.5448, 3221.2296, 8082.74, 11123.6112, 19200.1808, 41266.5024, 78346.516, 148430.4624, 460017.3104, 641313.9744, 
14.3718, 16.3494, 11.472, 16.7688, 26, 45.168, 58.232, 124.344, 206.1216, 320.6016, 613.184, 1912.9152, 4074.5808, 4211.5248, 11711.24, 18254.1312, 34126.3712, 70354.9296, 175778.28, 408485.2464, 858691.9888, 
22.7535, 19.8492, 29.2788, 39.144, 42.2976, 52.6848, 49.9776, 140.032, 190.6272, 521.9136, 936.0384, 1233.648, 2656.368, 4246.8736, 8771.0688, 22736.96, 61968.3168, 87905.232, 207590.9568, 265043.76, 843605.136, 
55.081, 35.2638, 60.044, 47.6208, 63.512, 93.36, 123.456, 101.568, 194.88, 323.136, 974.5216, 1263.6096, 3297.632, 5415.1104, 13561.376, 24962.1696, 47232, 122113.8432, 161992.1024, 370821.7344, 1036370.912, 
76.8711, 84.201, 92.8092, 113.3696, 122.0256, 159.456, 130.5216, 221.056, 220.9536, 554.304, 1012.1472, 1683.136, 2172.4032, 7005.44, 9073.344, 30599.8592, 53654.0544, 77040.64, 223088.5632, 291575.296, 887413.3248, 
142.0953, 231.7872, 257.582, 262.6272, 231.3904, 247.824, 227.136, 358.2336, 371.2, 567.7056, 862.72, 1839.0528, 3552.1024, 6348.672, 14753.024, 22453.0176, 54462.6176, 124288.8192, 256049.92, 411609.6768, 697892.8128, 
273.6855, 357.1272, 266.772, 428.844, 410.9952, 442.7072, 446.3424, 531.264, 693.3504, 864.256, 1178.2656, 1666.816, 2958.336, 4725.4016, 12660.1728, 23708.672, 55394.4576, 131136.6144, 167075.4816, 509003.52, 976281.2928, 
871.66, 643.1994, 724.226, 1006.5096, 726.024, 623.568, 721.2352, 864.3456, 1266.304, 984.1152, 1791.3856, 2369.4336, 3485.184, 4785.8688, 12248.2688, 32899.8912, 44601.856, 75598.5408, 143847.6288, 491061.6576, 632593.92, 
1684.4829, 1835.16, 1860.9588, 1330.4376, 1391.3424, 1473.68, 1345.7664, 2105.0624, 2278.656, 2431.488, 2579.5584, 3337.0112, 4514.6112, 6994.944, 10467.5328, 28288, 57405.8496, 77236.224, 191090.0736, 322117.632, 609151.7952, 
3742.6095, 2881.7136, 3658.43, 3610.6992, 3952.4544, 2161.4208, 2269.696, 3120.6912, 2909.7472, 4259.1744, 3017.728, 3287.6544, 6781.3376, 6490.5216, 14983.168, 29402.7264, 57662.2592, 70814.5152, 234797.056, 277718.6304, 824031.6416, 
4098.9579, 5661.2346, 4384.86, 7844.12, 7763.9472, 6876.0864, 5247.5136, 5500.352, 6933.2736, 8634.368, 7587.5328, 8424.448, 6425.3952, 14886.5024, 17006.592, 21073.92, 56571.4944, 99267.3792, 185126.0928, 315015.168, 769961.1648, 
13442.254, 8610.843, 12294.2776, 12779.2032, 14873.16, 10750.8384, 13753.8176, 8500.3776, 8672.768, 9397.5552, 14645.3504, 10808.5248, 16320.512, 22440.3456, 16783.7696, 42133.0944, 75620.352, 75969.3312, 191488, 492011.52, 615227.392, 
27784.8351, 30548.194, 25106.6292, 23346.3448, 26384.5632, 20319.6, 17712.864, 25757.568, 18519.8592, 26990.08, 23553.024, 32518.144, 20426.3424, 27844.608, 32705.7408, 51432.6528, 66551.808, 88309.76, 200894.0544, 445310.5664, 698764.4928, 
52390.2778, 61323.9066, 64353.726, 48260.0472, 47590.752, 65266.3872, 44594.88, 43154.3808, 55535.0272, 46068.48, 66380.288, 46065.2544, 45323.4688, 71700.48, 48594.944, 96731.136, 74344.0384, 118358.016, 175407.104, 469853.7984, 815195.7504, 
125869.4019, 97663.2374, 84452.2668, 85516.592, 97359.0576, 96138.5632, 111032.8512, 75098.88, 97983.8208, 128452.3008, 66866.9952, 81269.76, 125895.4752, 76372.3776, 146925.1584, 128483.328, 191889.408, 151728.9472, 245406.1056, 563412.992, 738105.7536, 
187879.3215, 160826.571, 183398.7408, 197243.1648, 236782.912, 185437.0848, 150035.4176, 210027.4176, 159985.28, 246082.4064, 169980.2112, 132809.3184, 243449.856, 226838.9376, 192351.4368, 246988.8, 191332.352, 386609.9712, 399559.8848, 655097.856, 766509.056, 
313472.3931, 378170.377, 519625.8012, 299373.016, 377184.2976, 484471.68, 312933.2736, 366933.8752, 310110.4128, 274575.36, 478611.7632, 493124.1984, 320200.704, 395898.88, 341488.4352, 526195.0976, 530841.6, 550174.72, 413584.5888, 812122.112, 1213621.8624, 
667314.4028, 565393.2576, 902093.374, 637329.3552, 542122.064, 743777.6544, 844994.112, 992703.2064, 935558.144, 624731.904, 904650.24, 553258.5984, 569390.2848, 653928.0384, 950050.816, 766132.224, 759044.5056, 806525.3376, 1026686.976, 1534014.2592, 2097152, 
